chroma_freqs,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
0.27470344,1552.8525354107271,1848.580395903006,3167.1211685216067,0.0592791563950116,-204.61702,121.93177,-17.759312,46.342567,-1.8042145,17.024565,-14.703001,14.678401,-19.391205,10.94081,-13.479396,1.1920141,-6.21689,-1.6879517,-8.695733,-2.5034366,-11.3375845,0.19048992,-7.291863,-7.4997272,country
0.27035382,1738.8886737837881,1907.2559366994778,3424.8617858178654,0.08241794760247487,-200.04012,109.12827,-5.5353513,48.16481,1.231822,4.589376,-9.155334,-1.4718097,-11.6622095,-5.2000403,-11.546071,4.9851294,-4.9784355,-6.051974,-0.6921804,-8.530999,-8.455587,-7.922387,-7.5940356,-0.3908017,country
0.3733612,2271.8075701543466,2297.4173605970595,4957.7743778096,0.10830818288379737,-84.65404,100.968155,-16.018267,51.742966,-17.085175,22.575304,-20.293848,18.912817,-19.483423,15.338747,-17.740656,8.582939,-15.004148,6.435093,-10.280197,3.285063,-9.550981,4.063068,-5.586479,-0.6988043,country
0.32880688,1115.4542649777075,1662.6182579389997,2347.310657899507,0.03546288911446249,-265.25833,138.8866,6.1218348,47.483463,-2.3936749,21.052336,4.0863285,17.649061,-12.020082,15.487891,-1.1331728,7.8940616,0.50445396,-0.22415565,-3.8642488,4.0546913,-3.1005685,3.0072412,-1.3893822,-1.4928247,country
0.34499368,1711.2823134696307,1873.5451268687577,3556.4341534041473,0.08226991492652745,-96.21306,131.9257,-26.34215,35.9756,-22.810299,14.49671,-11.8467455,11.812926,-21.224047,11.553473,-12.924739,7.191204,-13.943577,2.9514246,-5.0255914,1.5374327,-4.3905463,2.550407,-5.3632927,-5.9747763,country
0.3734745,2449.9807307937476,2560.5263263039437,5043.390926352233,0.10630558778035576,-102.849236,85.32311,-4.3276362,30.580862,3.0132766,-1.9456669,4.448987,3.4286497,-4.250027,-1.7693273,-3.972878,-1.3631004,-3.766651,-5.1736693,-2.8861756,-0.26022628,-7.411522,-4.0941787,-3.446364,-10.10667,country
0.31504115,1741.7395076824605,1985.5992156442633,3790.310052929234,0.07544530645784996,-137.82297,121.53432,-13.277685,43.326553,-10.697657,17.857208,-7.9370575,9.101178,-19.78599,9.439495,-19.604364,6.910544,-12.543537,-0.76114917,-9.152027,1.4629012,-8.290868,-3.744371,-6.8703103,-0.47761658,country
0.22143982,1240.558750768216,1996.8315147869102,2412.726297400667,0.0428343121616396,-277.0879,128.25774,42.43086,37.69645,12.756253,9.588809,-5.9908314,-7.531862,-8.029546,-4.941132,-6.5360475,-3.627244,-7.230558,-7.4566584,-1.5755215,1.3930439,3.075905,2.509561,-1.0545341,-2.749651,country
0.32850364,1591.2928724768597,1806.8732423159277,3162.8828079683876,0.07395969281709204,-170.80777,124.75234,-19.224127,39.204784,-3.749623,15.29565,-12.963913,8.524566,-11.824914,11.323731,-13.77238,3.108307,-10.077926,2.9007025,-5.476939,2.537139,-9.191259,1.0860656,-3.5707705,-6.707165,country
0.37186286,2187.086711351461,2242.0767272311095,4840.857245142111,0.11371855060904873,-60.884136,105.47566,-16.891281,40.70618,-15.026492,36.024708,-12.803594,17.482777,-16.734509,11.757275,-10.129632,13.192775,-12.202502,2.3455741,-12.190842,6.4322734,-1.7839459,6.3338556,-1.327097,-2.8020139,country
0.35734043,1470.1888295787132,1960.158256724041,2967.6767442176624,0.06387005752126837,-171.2913,137.33084,7.9531326,28.53718,2.6923842,-0.50058097,-2.9544218,-1.1463476,-6.153607,-2.3999372,-5.8569365,-2.175435,-5.3397613,-2.7778149,-1.5702395,1.2944379,-3.4122317,-0.9035438,2.6211886,-0.096727006,country
0.37423664,2109.2888337081827,1933.7452753669113,3843.818314058875,0.11588466139791183,-126.87773,103.50509,-31.902203,58.728966,-1.9675041,-3.1301227,-2.9404738,0.360327,-3.0247145,-0.8301779,5.591791,-10.140564,0.7290089,-1.6272764,-10.056007,-5.2185855,-9.047975,-4.7380137,-1.036221,-2.8388786,country
0.35502496,1534.0256765890642,1697.0711819286034,3117.751345888921,0.07112819025522042,-207.21536,130.93448,-18.50074,33.306625,-3.925002,15.375707,-6.399255,2.936305,-16.783955,7.0897455,-8.578888,4.8140683,-12.240508,-1.0123887,-4.5459814,-6.07023,-5.531946,-2.3655062,-6.537549,-5.90151,country
0.34807774,1560.9704395228032,1782.6630179327406,3175.1066061847446,0.0671992821925754,-148.32594,126.86316,-19.567993,52.85145,8.588253,17.879751,-8.0787735,17.778482,-15.498924,13.507554,-10.954302,9.461726,-1.9177357,1.8723388,-2.665878,3.386416,-3.5110013,2.115774,2.1000001,-0.101300985,country
0.32248875,1425.9164769253473,1648.3861020230893,2880.7362284295245,0.060195297394624904,-210.064,139.631,-17.023397,58.001118,-9.657642,-1.9539263,-17.99674,-8.213705,-11.769784,-7.8721557,0.6281513,-9.960134,-6.4646974,-3.8349874,-12.042435,0.3245967,-8.044663,-6.8038187,-1.8369522,-5.926382,country
0.42148584,2807.798623323479,2778.2600751105238,6022.583194607163,0.1283081334879495,-23.165638,71.15423,1.5789665,24.44464,16.317766,4.5754943,-3.8825653,17.999477,-3.3434436,2.4392498,2.9162214,0.8202899,-1.1060091,0.11136651,-3.3487964,0.18865839,-1.2088988,-1.5147736,-2.7256312,-2.1100185,country
0.3590631,2614.438372812534,2655.955820768878,5435.743207112819,0.11928223789153132,-153.84811,83.66103,-8.42343,13.954136,13.529383,3.7710292,3.0097897,6.349928,2.0748546,2.0659385,3.1616242,-0.48812255,-3.020492,-4.5200167,-5.040771,-4.9221478,-6.128784,-1.67688,0.44515938,-1.5519799,country
0.374879,1549.0049755952064,1823.8118443639548,3289.6505900159514,0.06973622994006187,-166.9795,132.4592,-17.290655,46.91947,-3.6244433,20.921944,-8.819718,8.521291,-15.130767,8.098218,-16.942902,6.6550097,-10.937328,1.091862,-6.2893305,-3.6328301,-7.3762116,-2.171515,-3.837422,-9.666064,country
0.366814,1474.633907805747,1745.5164994731538,3107.7175060723607,0.0629996102813225,-104.30147,136.42401,-20.968943,52.842995,2.0333517,20.44108,-11.608103,17.662176,-15.74055,11.053032,-11.325995,3.6736581,-6.494363,0.04303002,-2.0323775,2.1956413,-7.1167707,1.8532388,1.671962,-1.4894066,country
0.4296525,3191.1974627895097,2948.001830043803,6926.704745822482,0.15687278464988427,12.18091,58.995846,0.93947476,26.74389,9.245873,3.564712,1.5306731,8.653442,0.99956805,11.648865,-2.1961372,1.1930484,0.48343536,4.4121075,-0.18259795,3.0732603,-1.1690915,4.573297,0.8875552,1.2961231,country
0.37636063,1144.7179186044264,1443.9700378494676,2223.115868800754,0.049895697384957464,-302.39554,150.12311,-3.7014346,26.948479,-0.25399548,13.509344,7.237616,4.229459,1.7686701,6.568506,-0.49920762,7.897372,1.3242469,0.47663483,0.09428955,-3.2007334,-1.8254657,0.8787169,0.5861514,-3.1594546,country
0.43765524,3760.290663960851,3052.8406521983516,7441.953272277407,0.21236722375290024,-89.67387,36.285793,11.468302,37.49989,9.179726,3.7282465,2.8285382,6.8232613,1.4698521,0.10100143,1.0324216,1.1742167,-3.563747,-2.0879471,1.7138311,-1.3643577,-4.3755617,-2.5962691,-3.530173,-4.2298107,country
0.32886875,1557.6838950873705,1762.1843713886456,3220.9208689820184,0.0673669518561485,-124.76745,127.31472,-23.385271,47.384243,0.5728505,16.016811,-9.985472,16.203802,-16.74141,6.792561,-8.200077,3.2057223,-1.6037219,-2.1470485,-3.5311782,2.2198868,-1.4101484,-1.6850333,-1.0316805,-2.6269832,country
0.38083848,2157.4770613555174,2160.389366514926,4478.648118021317,0.10824587321152358,-42.141018,106.256935,-24.205154,44.6694,-12.335083,20.522795,-16.045717,18.485752,-18.775581,15.510426,-15.453374,8.948847,-9.969913,6.9285,-8.801348,4.5636826,-9.04154,1.062346,-6.443358,-0.98648995,country
0.35530204,2505.7118922142513,2574.2981184736086,5479.959461738627,0.10456258734097919,-19.724722,76.649055,-4.8287544,32.23617,7.710165,17.19084,-1.4884229,9.151179,2.7563426,9.14774,-2.6514056,7.527003,0.39161953,4.967707,2.8346198,1.8994769,2.459803,6.3936663,-3.3517232,6.310607,country
0.34934032,1130.954293248005,1458.5167548822449,2216.8374329321346,0.050235945959010056,-229.47057,157.29836,-16.75773,31.89093,-0.103369385,16.663404,1.3644868,12.216907,-3.8698242,6.831712,-4.274108,1.3335258,-5.90188,-4.0145373,-5.253846,-4.551151,-6.8019247,-4.402167,-4.172032,-6.3381686,country
0.36808905,2811.73987219857,2841.675897037212,6061.172010948376,0.1295221716695669,-126.175415,77.66365,3.1590776,19.947515,10.81659,0.730265,5.2258215,-0.49759376,-0.99987555,5.3985987,-3.7215173,-3.493149,-5.3338404,0.2937909,-2.010385,0.8426574,0.33804187,-1.1159997,-4.401595,-2.621028,country
0.3713019,1927.4143433799961,1972.1414416206896,3883.4790435578598,0.09899685203982986,-91.63267,115.850784,-30.20836,52.29311,-5.0163894,16.967228,-15.659036,13.549748,-12.757272,15.972384,-11.964477,11.070456,-9.953345,2.0991297,-7.8199215,5.044384,-7.286926,3.0511475,-4.434996,-2.2309794,country
0.37844098,2102.3281888392166,2152.7652938002825,4418.120332439095,0.10104778434358082,-74.12643,107.600105,-21.179626,47.214424,-5.97745,17.78768,-20.407307,14.968517,-15.963007,15.740866,-14.652679,10.677684,-10.131951,4.4463735,-7.645865,6.9328957,-9.009786,4.172193,-3.7496397,-3.590504,country
0.34207803,1373.672817662343,1930.7665861832722,3070.3882912195477,0.04291625882153906,-178.4442,130.1028,12.084436,47.03776,2.6194358,24.088787,-4.6134562,22.771967,-10.922356,13.527217,-6.7975993,8.72313,-6.0958557,4.077931,-5.1514826,7.857594,-5.255495,3.9608035,-3.1294599,-4.378944,country
0.33736125,1512.9985603792006,1558.1139623911931,2922.345438025667,0.08782189554331013,-118.187065,152.96684,-46.51027,31.115103,-17.286692,6.2655683,-3.6716983,13.04384,-13.127054,15.689168,-13.074953,5.703222,-10.688224,1.0149347,-6.7004304,2.5928037,-9.804581,0.15296198,-3.4551744,-7.4180427,country
0.34729415,1564.759947167845,2015.519555922464,3187.3720385912125,0.05727693892594741,-200.63664,119.72109,-3.601503,31.9482,9.981617,15.298753,0.64503974,0.23894063,-4.4767632,-2.3118443,-5.262436,-2.4729142,-6.044599,-0.7913964,-4.6939945,-11.290634,-8.871729,-8.072561,-3.1545575,0.33459285,country
0.31565198,1138.713246641952,1462.1855042864477,2117.7230799557715,0.0509447656854215,-256.0876,163.09743,-22.872639,26.922003,15.290812,-3.5047998,4.2334285,-0.78237206,-9.455672,1.7635607,-4.421869,-3.6404755,-4.2428465,-8.106043,-2.375699,-5.149119,-11.165237,-2.41587,-0.5475299,-4.7816315,country
0.28920203,1044.0462117419274,1392.7596296581896,1946.4400218423723,0.04564919881090487,-209.34209,167.15727,-20.869276,36.827713,10.269156,4.0104184,-5.6748004,-4.6227574,-6.246322,-4.1730666,-6.682754,-3.2489204,-7.9694085,-4.05849,-4.9880176,-4.4986615,-4.0048866,-6.395037,-5.907524,-8.178586,country
0.35114378,1780.1519183147416,2036.286519187465,3874.7025562826275,0.07894522186774942,-143.02405,121.87051,-13.352005,47.76012,-12.661846,23.361862,-11.00362,18.85381,-13.70639,15.944213,-11.353545,10.289694,-6.003702,2.7283385,-9.289652,4.503069,-8.319476,4.5256352,-6.026118,-2.346111,country
0.2843276,1535.2795344590565,2011.7624481095538,3509.912109375,0.0525349840487239,-185.04742,120.51263,29.736223,56.377247,-3.0307777,22.207426,-10.34843,20.054243,-13.682732,9.174517,-6.4234643,3.2946904,-8.735303,5.0110435,-9.216526,3.7832534,-10.198918,5.9005003,-4.4163814,1.5808781,country
0.3876135,2049.045781101912,2187.8226690897964,4434.182802983613,0.08936113326566125,-100.99431,111.63336,-13.153435,44.621357,-5.950809,29.347822,-7.951811,19.593695,-22.441685,17.266459,-17.82022,11.411718,-12.460062,1.6453503,-8.522619,2.7252834,-7.2915792,4.880887,-1.2040287,-1.3010004,country
0.3378934,1596.3075160275193,1853.3162109591794,3291.4408601906903,0.06926758567768755,-145.99527,124.62667,-17.91832,49.24787,-0.15566118,22.77977,-7.1806135,16.739628,-9.713184,15.430895,-7.6280904,10.920393,-3.4498408,5.424254,-4.9346137,5.1143184,-8.047359,2.6453922,-1.8521844,-3.4174137,country
0.29725873,1321.1630875221879,1409.3117995329878,2589.16366824971,0.06649877042246713,-184.02577,159.84648,-23.118704,43.00631,-9.449421,8.794508,-1.6215798,4.3255105,-13.346609,0.8088532,-13.964399,1.4381047,-7.371566,0.6026305,-3.3798718,-3.591863,-9.066288,-3.1684375,-4.0628905,-7.051203,country
0.31033093,963.4905601645287,1235.4158567095851,1754.4231370540892,0.045760600952242846,-229.03807,180.35634,4.526343,24.161379,1.0975038,4.0044537,-5.998278,1.8956491,-13.127577,0.019369718,-13.498177,1.5882683,-13.411388,-5.6952996,-7.594437,-9.80387,-3.776454,-4.801566,-4.7118087,-2.9500494,country
0.35225,1327.6835009450765,1632.8132879465793,2755.7670433947214,0.06107367495649652,-217.09566,136.18626,-10.36036,51.37657,2.6014087,15.120926,-0.66713095,12.283902,-6.2308383,7.7983317,-5.4169974,3.6144855,-2.7972293,-0.33839655,-0.5509606,0.36735624,-2.2407916,-2.492383,4.185312,0.3363039,country
0.2926157,1261.4725706259671,1396.4742546063894,2422.2188927457946,0.0605177971529389,-185.83063,155.27849,-25.014673,20.561604,-3.8407311,-0.5806227,-4.5706744,-5.903666,-16.528866,-0.4431445,-16.29576,-4.208365,-16.804604,-4.5429826,-8.359379,-9.976461,-7.7606554,-8.344744,-6.843709,-10.19351,country
0.34551412,2777.3828548885317,2647.7099685583617,5622.414261890951,0.13297072880413766,-61.216103,71.24165,-17.032085,17.137465,5.0685806,-4.209185,-1.6854188,1.1768575,-0.855876,4.96584,-1.7027196,4.84398,-0.1622416,-2.0772674,-0.26513875,-5.3198214,0.23883413,-0.09225872,-3.9422314,-0.92422295,country
0.3298978,1269.4499677914682,1700.8752383095816,2496.502614740429,0.05480418902262181,-194.29672,151.8817,-3.0466745,29.485134,9.112081,5.9774,3.792093,3.744473,-5.8559484,1.606153,-3.7657828,0.9466196,1.9692528,-2.2320828,3.3493176,3.7503595,-1.1367503,2.2248702,3.368442,-4.1535034,country
0.4140325,2938.155358204135,2839.6576888645623,6279.551664914443,0.12698824499709976,-7.9393654,62.723667,-1.4569312,28.112354,9.966908,9.361912,5.4119287,9.822587,3.0273342,8.422302,0.31230396,6.541569,0.73644197,-1.7736871,0.84861016,2.9835587,-2.7646768,2.8242679,-1.7387805,0.9740666,country
0.28283173,894.1632061211133,1195.5041325262157,1638.8799326602377,0.0386682497099768,-250.86925,163.11736,-3.8817348,30.154419,5.6010766,7.49288,4.0314164,-2.128132,-5.473496,-1.0658702,-9.986025,1.825143,-8.749192,-7.052516,-4.2202644,-8.836386,-7.407489,-3.297023,-5.1391687,-9.968661,country
0.29704547,2308.6733650804686,2618.6070963310763,5190.053453357941,0.07416238114009939,-120.27033,79.23098,5.233848,34.54826,16.508389,13.130836,6.3471174,9.962437,-1.9985427,6.809574,-6.351779,0.22743168,-6.813057,1.617267,-1.7863162,-0.70059043,-4.7728553,-0.28639966,-5.357112,-1.9654732,country
0.37221968,1879.4005199035505,2085.5153024104443,4031.4136478574537,0.07828473934164733,-122.408005,111.479034,-13.692518,53.851543,-2.6668983,19.697926,-14.1185255,13.749604,-14.021494,14.629465,-13.982924,9.230216,-10.549587,3.0109913,-8.307833,5.0840077,-9.631901,4.3272743,-5.678128,-1.657935,country
0.26339743,1511.6510939715406,1865.562603256125,3236.808475928074,0.06007520966260634,-217.84367,128.38083,-7.4894376,39.25255,-2.512134,18.151796,-15.130852,16.750952,-15.251423,4.8778095,-6.4936028,2.8954575,-11.497562,-0.116552316,-10.622919,2.252227,-9.16048,6.86123,6.230408,3.3783958,country
0.38603014,2253.352182532848,2261.535684129344,4799.4228991444315,0.10606314651005413,-68.546936,101.35421,-16.902634,51.51637,-10.247856,20.066511,-21.791742,15.527233,-18.79273,16.348837,-17.898853,12.1166525,-13.198233,3.8880498,-8.877085,5.02782,-9.822133,6.537107,-4.507073,-1.8069752,country
0.33389664,1614.7481553933537,2016.9860817670349,3659.845154799884,0.05825803303847641,-185.44035,118.471695,17.843554,48.87462,-2.1539903,21.352633,-8.989935,20.51072,-11.418232,9.269893,-5.457646,5.765243,-2.9797592,3.4419565,-6.072826,1.2545654,-5.9479256,7.0765324,-2.165877,4.892678,country
0.3169028,2456.633122147884,2387.4789254577304,4914.691317883556,0.12363183065061871,-133.23608,78.98071,-5.65156,35.54397,-7.5413985,7.934288,2.7345164,0.40631816,-1.1370356,-1.1069705,-7.843485,-1.1704897,-4.8150735,-3.1364079,-5.03676,-1.0875859,-0.96929425,-2.4573104,1.1620934,-1.8429688,country
0.32116997,857.6385822973496,1238.029735851316,1443.7654641277552,0.035363948907579275,-328.82056,167.05556,13.084193,28.807749,11.268695,14.433701,11.710446,7.7783318,-11.7186775,2.376457,-8.347568,-3.8414903,-6.715938,-5.7677026,-8.2460375,-4.5398088,-1.0496143,-4.5956554,-2.86713,-2.2309654,country
0.35343498,1563.3282750787007,1779.1247422164904,3233.777506888051,0.06473823895494973,-193.70384,125.574196,-20.938473,46.35038,-2.690914,12.839847,-6.6056113,10.741082,-10.902266,6.1336627,-9.4350605,5.1700754,-3.6576488,0.33445585,-8.012644,0.39654216,-6.5292635,1.1794764,0.72456414,-5.2031183,country
0.3704802,2335.0732890934605,2212.575874895393,4839.2751459179235,0.12120930611948956,-50.75182,96.70516,-24.317892,66.08044,-14.691866,24.385984,-21.024288,12.46228,-18.149168,13.252155,-12.808224,9.793718,-11.343371,4.9252253,-7.8534975,5.7445984,-10.296609,3.7275383,-3.2355325,0.38497394,country
0.31286237,1654.2022722845513,2105.3837070974314,3907.510298089472,0.06018472363205723,-174.97488,115.71714,5.106382,58.169556,-3.3051176,29.656002,-10.029459,19.658974,-16.30906,13.749796,-8.828231,7.2203813,-8.885915,4.748184,-11.487016,0.9176593,-8.158055,1.1894041,-7.976382,-5.660987,country
0.3192199,1468.419060911602,1960.5669646945184,3212.427494199536,0.05492503202339521,-164.75694,123.4317,4.233312,48.796017,-5.13942,22.838411,-7.804436,19.284979,-11.004726,21.256414,-9.736253,5.152665,-6.146174,5.414348,-9.91747,3.9034812,-7.335221,1.3818475,-8.840928,-3.7276917,country
0.4215384,2898.717713090442,2878.9814413851964,6399.852967631337,0.11293582502902477,-20.775875,64.90671,6.7711463,26.363337,11.670751,13.185674,-1.9849302,8.5759735,0.47335798,7.446062,-0.40830055,6.953745,3.6621053,2.0288293,0.6481364,4.383713,-2.8071322,2.9762826,-1.8350087,-2.3656883,country
0.34472176,1827.5918660270834,2050.071063884919,3647.221668358469,0.08486652890564579,-339.6333,97.73944,-9.760533,50.989826,7.8268137,11.730198,0.6643608,2.4793005,-4.7829447,0.20958179,-5.9715014,-2.8880794,-6.157157,-1.8506196,-5.3562303,-8.3120775,-10.716798,-7.720544,-3.4257994,-6.9536915,country
0.3739462,2068.5882784767914,2437.514585942084,4232.86484012471,0.08496433620939675,-173.42148,105.07219,1.1564541,24.121643,22.136526,2.545085,-1.5870073,0.17259826,-5.3256865,3.813948,-4.5301733,-4.5846596,-1.5610782,-2.2569227,-3.8489845,-6.4570827,-7.461944,-5.530402,-2.194056,-2.456306,country
0.2708182,1425.0102958845073,1690.9488581901903,2980.1253670606147,0.06172207318252127,-139.55894,128.80774,-20.222406,49.419292,-2.1611488,16.970991,-8.320387,9.811275,-20.12681,2.491771,-11.236035,3.7693121,-6.3978233,-3.3421352,-2.8964465,1.9815009,-4.1843605,1.3862177,2.4368868,-3.615435,country
0.32218173,1321.5949691094013,1667.1728952920007,2583.801184563515,0.052491933729698376,-205.04756,141.00269,-8.973265,36.97793,6.4291587,14.879154,-4.315716,12.230698,-11.440386,11.854239,-7.8940215,9.913315,-2.3496451,4.493208,-5.0040174,3.149991,-4.5272036,2.6537564,-3.1132057,-10.711282,country
0.3601007,1729.6277598310405,2247.42618982567,3358.804979789008,0.06650367966937355,-162.76453,119.90302,-2.9132335,20.49927,27.806385,5.481036,6.0429587,1.2031065,-3.6892397,0.36722025,4.430039,-0.41517454,2.4561377,2.14174,-1.6020828,3.6339302,-3.4672039,-2.5594053,5.6654825,-3.635043,country
0.38402668,2797.844810465822,2847.5518867723817,6221.176656087239,0.1072048611111111,-23.066956,70.26166,3.813589,28.325653,13.753202,5.72403,3.974629,7.4734883,2.6288517,8.4948845,-2.3157191,2.0894814,-3.375139,5.138017,-0.18845263,0.37501317,0.6156615,4.0626373,0.9094762,4.095611,country
0.3238538,1599.8152554101518,1826.192506094021,3006.271638449826,0.07579197481631864,-110.01209,134.78108,-24.01603,19.40425,-4.4018173,-4.803923,-7.8073673,-0.40049177,-5.4125686,-2.9547389,0.78491473,-4.762262,-0.1712277,-1.693975,-2.4118402,-1.9609213,-6.935005,-4.065625,-1.9481063,-5.7790413,country
0.3310411,1823.0687937358653,2205.69158346877,4015.4927335593097,0.06758635742942769,-237.914,97.74066,6.4869943,45.976337,2.1479542,16.22275,8.805923,7.762761,-0.5881206,4.4848733,0.14505725,3.019413,-1.6621149,-5.4087763,-2.8187747,-3.0531895,-0.49563038,-0.09940527,-3.8502257,-2.6645308,country
0.43524906,2520.400966509234,2562.6578718912633,5334.7809469288795,0.11424808429118774,-35.822617,83.805534,-2.9022396,32.21156,9.14292,4.183921,0.13907087,11.092201,-2.8971174,7.998059,0.63171196,3.6695676,3.7780898,4.0573974,-3.283599,0.101949245,-3.8418798,-0.49799687,-3.4173274,-0.765811,disco
0.43769088,2877.3249689743534,2623.9187736469844,5865.000033987094,0.15030263619006187,-6.741961,61.12743,-16.67887,27.439548,7.7315965,16.011606,4.6457243,11.44995,0.3496578,9.844837,3.1930845,5.0341797,-1.8564599,1.4827126,0.9430884,-0.4382811,-0.72910964,4.444487,-1.8468832,-0.6079325,disco
0.47397533,2848.3484036039818,2490.6128872713102,5506.7628086028135,0.16364521401295437,-14.543533,65.19524,-19.888025,31.507599,-4.813732,11.862863,9.992636,5.95998,-3.7954333,9.389119,-4.3807454,3.3440945,-4.446671,-1.271667,-0.83688575,-2.1939576,-4.7313743,-2.610662,-7.465981,0.23117639,disco
0.4454765,2297.869205004395,2565.714337933429,4888.775343226358,0.09652545382318953,-111.0967,94.02796,12.417174,16.642748,8.123975,15.666401,-1.4119718,7.022716,0.97305286,-1.4942188,-3.0857205,-5.098383,-3.7134497,0.22668454,-2.1035187,-1.8155713,-5.322057,1.2394631,-5.596891,-3.5927186,disco
0.43533102,3167.5676546703503,2934.8962699320996,6730.141850801189,0.15097822409126063,-32.141384,60.04311,3.3760169,18.979391,4.3343554,0.6901734,-2.0188446,1.3335378,-4.638999,3.7953234,-6.7361574,-4.8829865,-2.334522,-1.6842225,-3.495149,-2.6740205,1.0040563,4.0129547,4.695799,5.8424954,disco
0.44504184,2117.530159147441,2143.855211469565,4198.499979607744,0.10365534971964424,-95.01546,109.33993,-30.174461,16.372013,20.042109,11.961959,3.494607,6.1797285,5.2107387,8.621323,0.32790312,0.37771297,0.53311515,-1.8017048,0.9784215,-0.05666791,-3.6677232,-2.1417725,-3.651552,-4.404169,disco
0.41721252,3256.7740354745392,2898.21506116307,6681.338253154002,0.17375184285576178,-66.53787,58.332245,-8.166878,15.470134,5.562298,7.685195,4.067872,-3.5916579,-1.3340572,1.6063354,-5.484921,-3.7446911,-3.2479866,-1.3403196,-3.4429553,-1.191364,-4.3740826,-3.6462944,-2.083611,-0.30783325,disco
0.43457308,3347.8844806862858,3013.058739588925,7056.886974786108,0.16203007178074247,-23.528105,57.339836,6.9995847,16.54473,5.509444,11.861256,1.690222,5.4641104,2.752817,7.3399253,1.9629222,1.2683035,-2.3431494,-2.3224752,0.10983907,-0.1474785,2.2753143,1.5866369,-1.8370482,-2.4323506,disco
0.40136737,3248.6133322702376,3305.0049708845363,7422.285280869344,0.12404534029389018,-115.042076,70.4221,31.227121,11.165527,13.071171,3.8847785,1.8103958,4.9750195,-1.0370048,3.9301383,-1.2841069,-0.6881993,-1.0692141,-0.13310166,-2.1552374,-2.3191397,-6.380521,-5.3048534,-4.9928303,-3.8499856,disco
0.35834593,1754.627104884922,2042.3131925819443,3814.915859284368,0.07692752138921113,-182.7936,124.233696,-10.084077,41.617874,-7.3986325,26.95716,-12.377197,19.832956,-16.064037,16.212337,-10.259223,3.1463234,-8.982639,2.1605885,-6.1178255,3.9006262,-3.707924,4.9466486,-1.2330257,2.533905,disco
0.42971748,2128.799104906264,2108.702276747743,4422.7583812173725,0.11182509184068058,-114.882385,113.495285,-29.836288,42.624172,-10.318633,26.99551,-14.49591,21.246729,-17.658216,17.100063,-13.485707,8.601285,-11.413535,6.222046,-10.897925,3.6617646,-10.320135,0.5784043,-4.155167,3.4833155,disco
0.40733507,2248.0037505885975,2368.66950665717,4609.537684889791,0.10971902491782676,-81.27338,106.4781,-9.539588,17.96794,3.0111268,8.30175,3.889175,4.2496834,-3.7419357,-2.0738635,-2.2084694,-4.591594,-1.1644107,-1.8789663,-0.22717965,-1.0456437,-3.2841585,-1.8697718,-0.7133988,-0.5517716,disco
0.41734245,2217.9826017796827,2245.2339976924727,4743.79129431917,0.11094558137567673,-109.51821,104.141045,-16.224264,45.355927,-10.191858,25.551867,-17.15926,22.267576,-16.841637,16.532175,-12.07968,8.671256,-8.84507,5.2483053,-9.291304,3.4542918,-7.892807,1.5237586,-4.047081,-0.11844965,disco
0.44099507,2417.7573626947355,2431.888668717537,5385.6156422201275,0.11256940919856923,-91.57614,99.45747,-8.977487,40.191685,-18.0318,22.561184,-21.962545,15.788498,-25.661026,17.653349,-13.673561,15.638734,-15.456167,4.52236,-10.144856,0.47792473,-10.156887,4.7877254,-6.897259,-0.9934892,disco
0.45073155,2492.4893174259964,2277.4708605957467,5113.935898074971,0.13856991371809746,-57.5589,96.71186,-24.461369,40.00478,-17.29225,27.835983,-13.292277,23.202242,-16.526333,19.435238,-15.479366,11.837328,-10.571593,8.37859,-9.372301,6.5415883,-3.692003,0.3402894,-4.4001884,1.571617,disco
0.41568166,2309.203495549848,2278.1119856263963,4945.13423769214,0.11758099502126837,-56.843742,97.00343,-17.867704,44.937225,-6.934633,23.806189,-23.31509,25.99818,-10.489775,10.448196,-15.22992,10.036752,-9.168668,3.7424643,-9.382819,3.4862251,-8.047241,1.6627572,-6.017946,4.4189262,disco
0.4291899,2690.414589129393,2480.3187534089325,5775.411583707946,0.12989565206883216,-91.6981,86.31832,-17.361315,43.101818,-18.395048,34.059593,-18.394695,26.840015,-13.566593,20.214666,-14.607202,12.676192,-12.5951185,6.2055006,-10.435945,7.3584685,-8.058488,7.1145167,-2.4439125,-0.105972104,disco
0.4168208,2207.386073293734,2353.334091840657,5074.017036597303,0.09355627356438515,-129.99971,102.53727,-4.4576564,50.0624,-15.540564,32.137768,-18.177595,24.293785,-11.907437,13.766549,-12.893453,7.2804055,-9.372044,4.607173,-9.580208,4.2457266,-4.6929245,-0.44875765,-6.8809257,4.758743,disco
0.35326582,2251.4537288846423,2164.4581736484806,4556.7954928581785,0.12186072542053364,-95.87884,103.38254,-36.518204,27.113344,-22.883318,9.995586,-24.666695,15.661058,-20.160553,18.74319,-18.559431,9.8599415,-15.083537,3.9126275,-11.177152,0.5140042,-5.479915,3.116832,-7.90231,2.9648042,disco
